"test url","fcp","fid","lcp","cls","date","device"
"https://www.99acres.com","1820","4","2582","0.09","2022-03-02 10:01","desktop"
"https://www.99acres.com/property-in-noida-ffid","2044","8","2713","0.06","2022-03-02 08:00","desktop"
"https://www.99acres.com/property-for-rent-in-noida-ffid","2181","7","2482","0.2","2022-03-02 08:00","desktop"
"https://www.99acres.com/property-in-noida-ffid","2044","8","2713","0.06","2022-03-02 08:00","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 12:01","desktop"
"https://www.99acres.com/property-for-rent-in-noida-ffid","2181","6","2556","0.18","2022-03-02 12:01","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 12:01","desktop"
"https://www.99acres.com","1820","4","2582","0.09","2022-03-02 08:00","desktop"
"https://www.99acres.com","1820","4","2576","0.08","2022-03-02 12:01","desktop"
"https://www.99acres.com/property-in-noida-ffid","2044","8","2713","0.06","2022-03-02 10:01","desktop"
"https://www.99acres.com/property-for-rent-in-noida-ffid","2181","7","2482","0.2","2022-03-02 10:01","desktop"
"https://www.99acres.com/property-in-noida-ffid","2044","8","2713","0.06","2022-03-02 10:01","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 15:00","desktop"
"https://www.99acres.com/property-for-rent-in-noida-ffid","2181","6","2556","0.18","2022-03-02 15:00","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 15:00","desktop"
"https://www.99acres.com","1820","4","2576","0.08","2022-03-02 15:00","desktop"
"https://www.99acres.com","1820","4","2576","0.08","2022-03-02 18:00","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 20:00","desktop"
"https://www.99acres.com/property-for-rent-in-noida-ffid","2181","6","2556","0.18","2022-03-02 20:00","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 20:00","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 22:00","desktop"
"https://www.99acres.com/property-for-rent-in-noida-ffid","2181","6","2556","0.18","2022-03-02 22:00","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 22:00","desktop"
"https://www.99acres.com/property-in-noida-ffid","1961","8","2597","0.06","2022-03-02 18:00","desktop"
